Occurrence,Filière,Produit,Indicateur,  Valeur 
2021/2022,Rosacées,Figuier,Production-T (Tonnes)," 5,180 "
2021/2022,Rosacées,Figuier,Superficie (Ha), 104 
2021/2022,Rosacées,Caroubier,Superficie (Ha), 881 
2021/2022,Rosacées,Noyer,Superficie (Ha), 417 
2021/2022,Rosacées,Figuier,Production-T (Tonnes)," 4,300 "
2021/2022,Amandiers,Amandier,Production-T (Tonnes), 744 
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 140 
2021/2022,Légumineuses,Pois chiche,Superficie (Ha), 880 
2021/2022,Maraîchage,Navet,Superficie (Ha), 29 
2021/2022,Rosacées,Pommier,Production-T (Tonnes), 630 
2021/2022,Agrumes,Orange_Navel,Production-T (Tonnes)," 1,250 "
2021/2022,Agrumes,Orange_Navel,Production-T (Tonnes)," 6,500 "
2021/2022,Rosacées,Grenadier,Production-T (Tonnes), 987 
2021/2022,Fourragères,Mais fourrager,Production-T (Tonnes)," 6,250 "
2021/2022,Industrielles,Câprier,Production-T (Tonnes)," 7,000 "
2021/2022,Oliviers,Olivier,Superficie (Ha)," 3,539 "
2021/2022,Céréales,Blé tendre,Superficie (Ha)," 120,500 "
2021/2022,Rosacées,Grenadier,Superficie (Ha), 46 
2021/2022,Maraîchage,Betterave potager,Production-T (Tonnes), 414 
2021/2022,Maraîchage,Artichaut,Production-T (Tonnes)," 26,650 "
2021/2022,Maraîchage,Pastèque,Production-T (Tonnes)," 60,000 "
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 85 
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 17,600 "
2021/2022,Rosacées,Grenadier,Superficie (Ha), 2 
2021/2022,Agrumes,Orange_Washignton sanguine,Superficie (Ha)," 1,399 "
2021/2022,Céréales,Mais,Superficie (Ha), 472 
2021/2022,Légumineuses,Fève,Superficie (Ha)," 14,045 "
2021/2022,Céréales,Blé tendre,Superficie (Ha)," 38,195 "
2021/2022,Céréales,Blé dur,Superficie (Ha)," 18,000 "
2021/2022,Oliviers,Olivier,Superficie (Ha), 8 
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 160 
2021/2022,Amandiers,Amandier,Superficie (Ha), 322 
2021/2022,Fourragères,Sorgho fourrager,Superficie (Ha)," 2,050 "
2021/2022,Rosacées,Poirier,Production-T (Tonnes), 238 
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha)," 5,600 "
2021/2022,Maraîchage,Menthe,Production-T (Tonnes)," 1,750 "
2021/2022,Agrumes,Petit fruit_Autres,Superficie (Ha), 84 
2021/2022,Fourragères,Orge fourrager,Production-T (Tonnes)," 1,000 "
2021/2022,Rosacées,Figuier,Production-T (Tonnes), 615 
2021/2022,Fourragères,Lupin,Production-T (Tonnes), 500 
2021/2022,Fourragères,Sorgho fourrager,Production-T (Tonnes)," 5,040 "
2021/2022,Céréales,Blé dur,Superficie (Ha), 307 
2021/2022,Agrumes,Petit fruit_Ortanique,Superficie (Ha), 6 
2021/2022,Rosacées,Prunier,Superficie (Ha), 45 
2021/2022,Maraîchage,Fève verte,Production-T (Tonnes), 100 
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 60 
2021/2022,Fourragères,Luzerne,Superficie (Ha), 200 
2021/2022,Rosacées,Poirier,Production-T (Tonnes), 130 
2021/2022,Céréales,Blé dur,Superficie (Ha), 910 
2021/2022,Céréales,Blé dur,Superficie (Ha), 741 
2021/2022,Rosacées,Pommier,Superficie (Ha)," 5,652 "
2021/2022,Amandiers,Amandier,Production-T (Tonnes), 237 
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 70,000 "
2021/2022,Maraîchage,Tomate,Superficie (Ha), 30 
2021/2022,Rosacées,Pommier,Superficie (Ha), 7 
2021/2022,Céréales,Blé dur,Superficie (Ha)," 4,870 "
2021/2022,Céréales,Orge,Superficie (Ha)," 6,000 "
2021/2022,Rosacées,Cognassier,Production-T (Tonnes), 906 
2021/2022,Fourragères,Bersim,Superficie (Ha), 15 
2021/2022,Maraîchage,Ail,Superficie (Ha), 160 
2021/2022,Maraîchage,Autres cultures maraichères,Production-T (Tonnes), 100 
2021/2022,Agrumes,Orange_Navel,Production-T (Tonnes)," 63,000 "
2021/2022,Maraîchage,Melon,Superficie (Ha), 208 
2021/2022,Céréales,Blé dur,Production-T (Tonnes)," 4,653 "
2021/2022,Oliviers,Olivier,Production-T (Tonnes), 790 
2021/2022,Rosacées,Pommier,Superficie (Ha), 222 
2021/2022,Maraîchage,Navet,Superficie (Ha), 66 
2021/2022,Rosacées,Abricotier,Superficie (Ha), 4 
2021/2022,Oléagineuses,Tournesol,Production-T (Tonnes), 810 
2021/2022,Maraîchage,Pastèque,Production-T (Tonnes)," 9,000 "
2021/2022,Vignes,Raisin de table,Superficie (Ha), 1 
2021/2022,Maraîchage,Oignon vert,Superficie (Ha), 20 
2021/2022,Maraîchage,Concombre,Production-T (Tonnes)," 3,600 "
2021/2022,Légumineuses,Lentille,Superficie (Ha), 760 
2021/2022,Céréales,Blé tendre,Superficie (Ha), 100 
2021/2022,Rosacées,Cognassier,Superficie (Ha), 50 
2021/2022,Maraîchage,Haricot vert,Production-T (Tonnes), 12 
2021/2022,Céréales,Blé tendre,Superficie (Ha), 61 
2021/2022,Agrumes,Petit fruit_Nules,Production-T (Tonnes)," 8,387 "
2021/2022,Fourragères,Avoine vert,Superficie (Ha), 330 
2021/2022,Céréales,Orge,Superficie (Ha)," 4,000 "
2021/2022,Vignes,Raisin de table,Production-T (Tonnes)," 6,319 "
2021/2022,Maraîchage,Choux fleur,Production-T (Tonnes), 224 
2021/2022,Maraîchage,Haricot vert,Production-T (Tonnes), 21 
2021/2022,Rosacées,Bananier,Superficie (Ha), 2 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha), 50 
2021/2022,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes)," 40,000 "
2021/2022,Agrumes,Petit fruit_Autres,Superficie (Ha), 13 
2021/2022,Agrumes,Orange_Maroc late,Production-T (Tonnes)," 2,900 "
2021/2022,Céréales,Autres céréales,Superficie (Ha)," 32,100 "
2021/2022,Fourragères,Avoine vert,Production-T (Tonnes), 350 
2021/2022,Fourragères,Luzerne,Superficie (Ha), 230 
2021/2022,Rosacées,Pêcher-nectarine,Production-T (Tonnes), 45 
2021/2022,Agrumes,Orange_Salustiana,Superficie (Ha), 4 
2021/2022,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 26,970 "
2021/2022,Vignes,Raisin de cuve,Superficie (Ha), 109 
2021/2022,Fourragères,Avoine vert,Superficie (Ha)," 2,700 "
2021/2022,Rosacées,Poirier,Production-T (Tonnes)," 7,738 "
2021/2022,Fourragères,Mélange fourrager,Superficie (Ha), 50 
2021/2022,Vignes,Raisin de table,Superficie (Ha), 70 
2021/2022,Oliviers,Olivier,Superficie (Ha), 719 
2021/2022,Rosacées,Grenadier,Superficie (Ha), 5 
2021/2022,Fourragères,Orge fourrager,Superficie (Ha)," 2,050 "
2021/2022,Fourragères,Luzerne,Superficie (Ha), 161 
2021/2022,Céréales,Mais,Production-T (Tonnes), 56 
2021/2022,Rosacées,Noyer,Production-T (Tonnes), 34 
2021/2022,Maraîchage,Petit Pois vert,Production-T (Tonnes), 900 
2021/2022,Maraîchage,Choux pomme,Production-T (Tonnes), 60 
2021/2022,Maraîchage,Petit Pois vert,Production-T (Tonnes), 176 
2021/2022,Fourragères,Orge fourrager,Superficie (Ha)," 1,000 "
2021/2022,Maraîchage,Tomate,Production-T (Tonnes), 710 
2021/2022,Maraîchage,Concombre,Superficie (Ha), 4 
2021/2022,Maraîchage,Autres cultures maraichères,Superficie (Ha), 72 
2021/2022,Fourragères,Vesce avoine,Superficie (Ha), 100 
2021/2022,Maraîchage,Oignon vert,Production-T (Tonnes)," 2,400 "
2021/2022,Maraîchage,Carotte,Superficie (Ha), 30 
2021/2022,Maraîchage,Melon,Superficie (Ha), 260 
2021/2022,Rosacées,Grenadier,Production-T (Tonnes)," 1,680 "
2021/2022,Agrumes,Orange_Autres,Superficie (Ha), 259 
2021/2022,Rosacées,Prunier,Superficie (Ha), 3 
2021/2022,Céréales,Orge,Superficie (Ha), 411 
2021/2022,Rosacées,Pommier,Superficie (Ha)," 1,433 "
2021/2022,Céréales,Blé tendre,Superficie (Ha)," 6,000 "
2021/2022,Rosacées,Grenadier,Superficie (Ha), 11 
2021/2022,Agrumes,Orange_Maroc late,Superficie (Ha), 532 
2021/2022,Agrumes,Orange_Navel,Superficie (Ha), 5 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha), 10 
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 13,994 "
2021/2022,Fourragères,Luzerne,Production-T (Tonnes)," 42,000 "
2021/2022,Maraîchage,Choux pomme,Production-T (Tonnes)," 8,050 "
2021/2022,Maraîchage,Aubergine,Superficie (Ha), 275 
2021/2022,Rosacées,Abricotier,Superficie (Ha), 34 
2021/2022,Maraîchage,Melon,Production-T (Tonnes)," 13,000 "
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 1,650 "
2021/2022,Agrumes,Orange_Maroc late,Superficie (Ha), 437 
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 1,320 "
2021/2022,Maraîchage,Concombre,Production-T (Tonnes), 500 
2021/2022,Maraîchage,Fève verte,Production-T (Tonnes)," 1,950 "
2021/2022,Rosacées,Figuier,Superficie (Ha), 90 
2021/2022,Oliviers,Olivier,Superficie (Ha)," 3,727 "
2021/2022,Rosacées,Figuier,Superficie (Ha), 2 
2021/2022,Fourragères,Orge fourrager,Superficie (Ha)," 4,300 "
2021/2022,Maraîchage,Pastèque,Superficie (Ha), 225 
2021/2022,Maraîchage,Courge courgette,Production-T (Tonnes)," 2,340 "
2021/2022,Légumineuses,Lentille,Production-T (Tonnes), 113 
2021/2022,Maraîchage,Concombre,Superficie (Ha), 50 
2021/2022,Amandiers,Amandier,Production-T (Tonnes)," 3,416 "
2021/2022,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes)," 6,358 "
2021/2022,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes), 42 
2021/2022,Maraîchage,Choux fleur,Production-T (Tonnes), 600 
2021/2022,Maraîchage,Choux pomme,Production-T (Tonnes), 880 
2021/2022,Rosacées,Abricotier,Superficie (Ha), 450 
2021/2022,Légumineuses,Fève,Production-T (Tonnes), 280 
2021/2022,Céréales,Blé tendre,Superficie (Ha)," 61,000 "
2021/2022,Rosacées,Pacanier,Production-T (Tonnes), 138 
2021/2022,Fourragères,Féverole,Superficie (Ha)," 1,760 "
2021/2022,Légumineuses,Lentille,Superficie (Ha), 810 
2021/2022,Céréales,Orge,Production-T (Tonnes), 875 
2021/2022,Rosacées,Abricotier,Production-T (Tonnes), 655 
2021/2022,Agrumes,Orange_Navel,Superficie (Ha), 5 
2021/2022,Maraîchage,Melon,Superficie (Ha), 370 
2021/2022,Maraîchage,Carotte,Superficie (Ha), 158 
2021/2022,Maraîchage,Carotte,Production-T (Tonnes)," 2,063 "
2021/2022,Rosacées,Pommier,Superficie (Ha)," 2,183 "
2021/2022,Maraîchage,Fève verte,Superficie (Ha), 20 
2021/2022,Agrumes,Petit fruit_Autres,Production-T (Tonnes), 20 
2021/2022,Fourragères,Mélange fourrager,Superficie (Ha), 850 
2021/2022,Maraîchage,Ail,Production-T (Tonnes), 20 
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 18,900 "
2021/2022,Maraîchage,Ail,Superficie (Ha), 60 
2021/2022,Rosacées,Poirier,Superficie (Ha), 60 
2021/2022,Céréales,Blé dur,Superficie (Ha)," 6,350 "
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 36,631 "
2021/2022,Amandiers,Amandier,Superficie (Ha), 126 
2021/2022,Rosacées,Pommier,Superficie (Ha), 39 
2021/2022,Agrumes,Orange_Navel,Superficie (Ha)," 1,100 "
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 135 
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes), 480 
2021/2022,Maraîchage,Navet,Production-T (Tonnes)," 3,500 "
2021/2022,Maraîchage,Pastèque,Production-T (Tonnes)," 55,400 "
2021/2022,Oliviers,Olivier,Production-T (Tonnes), 12 
2021/2022,Maraîchage,Petit Pois vert,Production-T (Tonnes), 75 
2021/2022,Rosacées,Abricotier,Production-T (Tonnes)," 4,800 "
2021/2022,Maraîchage,Haricot vert,Production-T (Tonnes), 80 
2021/2022,Maraîchage,Myrtille,Production-T (Tonnes)," 10,725 "
2021/2022,Oliviers,Olivier,Superficie (Ha), 200 
2021/2022,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes)," 3,952 "
2021/2022,Rosacées,Grenadier,Production-T (Tonnes), 885 
2021/2022,Agrumes,Petit fruit_Autres,Superficie (Ha), 379 
2021/2022,Vignes,Raisin de table,Superficie (Ha), 220 
2021/2022,Maraîchage,Aubergine,Superficie (Ha), 5 
2021/2022,Rosacées,Cognassier,Production-T (Tonnes), 48 
2021/2022,Rosacées,Néflier,Superficie (Ha), 10 
2021/2022,Amandiers,Amandier,Production-T (Tonnes), 9 
2021/2022,Amandiers,Amandier,Production-T (Tonnes)," 2,068 "
2021/2022,Maraîchage,Tomate,Production-T (Tonnes)," 7,500 "
2021/2022,Fourragères,Mais fourrager,Superficie (Ha), 340 
2021/2022,Rosacées,Pommier,Production-T (Tonnes)," 8,792 "
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 14,730 "
2021/2022,Légumineuses,Petit pois,Superficie (Ha), 346 
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 3,360 "
2021/2022,Agrumes,Petit fruit_Nules,Superficie (Ha), 106 
2021/2022,Fourragères,Mais fourrager,Production-T (Tonnes)," 1,950 "
2021/2022,Maraîchage,Carotte,Superficie (Ha), 30 
2021/2022,Maraîchage,Tomate,Superficie (Ha), 216 
2021/2022,Maraîchage,Navet,Production-T (Tonnes)," 4,680 "
2021/2022,Rosacées,Poirier,Superficie (Ha)," 1,010 "
2021/2022,Légumineuses,Fève,Production-T (Tonnes)," 1,616 "
2021/2022,Agrumes,Orange_Washignton sanguine,Superficie (Ha), 23 
2021/2022,Rosacées,Prunier,Production-T (Tonnes), 4 
2021/2022,Maraîchage,Oignon vert,Production-T (Tonnes), 700 
2021/2022,Agrumes,Orange_Navel late,Superficie (Ha), 349 
2021/2022,Légumineuses,Fève,Production-T (Tonnes)," 3,911 "
2021/2022,Céréales,Orge,Superficie (Ha)," 12,500 "
2021/2022,Céréales,Blé dur,Superficie (Ha)," 2,665 "
2021/2022,Légumineuses,Fève,Superficie (Ha), 270 
2021/2022,Céréales,Blé dur,Production-T (Tonnes)," 1,169 "
2021/2022,Fourragères,Avoine vert,Production-T (Tonnes)," 2,000 "
2021/2022,Maraîchage,Fève verte,Superficie (Ha), 350 
2021/2022,Agrumes,Petit fruit_Nova,Superficie (Ha), 4 
2021/2022,Oléagineuses,Tournesol,Superficie (Ha), 115 
2021/2022,Maraîchage,Pastèque,Superficie (Ha), 20 
2021/2022,Rosacées,Cognassier,Superficie (Ha), 58 
2021/2022,Maraîchage,Petit Pois vert,Production-T (Tonnes), 80 
2021/2022,Maraîchage,Choux pomme,Superficie (Ha), 4 
2021/2022,Maraîchage,Carotte,Superficie (Ha), 40 
2021/2022,Légumineuses,Fève,Superficie (Ha)," 2,900 "
2021/2022,Maraîchage,Carotte,Superficie (Ha), 40 
2021/2022,Rosacées,Bananier,Production-T (Tonnes), 12 
2021/2022,Maraîchage,Fève verte,Production-T (Tonnes)," 2,010 "
2021/2022,Céréales,Blé dur,Superficie (Ha)," 1,227 "
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 441,325 "
2021/2022,Vignes,Raisin de table,Production-T (Tonnes), 513 
2021/2022,Maraîchage,Carotte,Production-T (Tonnes)," 17,663 "
2021/2022,Rosacées,Avocatier,Production-T (Tonnes), 80 
2021/2022,Oliviers,Olivier,Production-T (Tonnes)," 27,407 "
2021/2022,Agrumes,Petit fruit_Nour,Production-T (Tonnes)," 8,653 "
2021/2022,Maraîchage,Oignon vert,Superficie (Ha), 3 
2021/2022,Agrumes,Autres agrumes,Superficie (Ha), 20 
2021/2022,Amandiers,Amandier,Superficie (Ha), 311 
2021/2022,Vignes,Raisin de cuve,Production-T (Tonnes)," 1,480 "
2021/2022,Rosacées,Avocatier,Superficie (Ha)," 1,402 "
2021/2022,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes), 650 
2021/2022,Agrumes,Orange_Autres,Superficie (Ha), 33 
2021/2022,Légumineuses,Lentille,Production-T (Tonnes), 45 
2021/2022,Légumineuses,Fève,Production-T (Tonnes), 493 
2021/2022,Industrielles,Piment de Cayenne,Production-T (Tonnes), 750 
2021/2022,Fourragères,Bersim,Production-T (Tonnes)," 6,600 "
2021/2022,Rosacées,Caroubier,Production-T (Tonnes)," 37,000 "
2021/2022,Maraîchage,Autres cultures maraichères,Superficie (Ha), 80 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha)," 1,674 "
2021/2022,Oliviers,Olivier,Production-T (Tonnes), 34 
2021/2022,Rosacées,Pêcher-nectarine,Production-T (Tonnes), 64 
2021/2022,Rosacées,Figuier,Superficie (Ha), 141 
2021/2022,Rosacées,Cerisier,Superficie (Ha), 250 
2021/2022,Maraîchage,Courge courgette,Superficie (Ha), 55 
2021/2022,Agrumes,Petit fruit_Nules,Superficie (Ha), 120 
2021/2022,Céréales,Blé tendre,Superficie (Ha)," 1,320 "
2021/2022,Maraîchage,Melon,Superficie (Ha), 8 
2021/2022,Maraîchage,Courge courgette,Production-T (Tonnes)," 2,640 "
2021/2022,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes)," 2,600 "
2021/2022,Maraîchage,Choux fleur,Production-T (Tonnes), 50 
2021/2022,Amandiers,Amandier,Production-T (Tonnes), 1 
2021/2022,Maraîchage,Oignon vert,Production-T (Tonnes), 150 
2021/2022,Agrumes,Petit fruit_Nour,Superficie (Ha), 177 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha), 235 
2021/2022,Maraîchage,Menthe,Superficie (Ha), 20 
2021/2022,Maraîchage,Pastèque,Superficie (Ha)," 1,245 "
2021/2022,Rosacées,Cognassier,Production-T (Tonnes), 35 
2021/2022,Rosacées,Néflier,Superficie (Ha), 18 
2021/2022,Maraîchage,Ail,Production-T (Tonnes), 800 
2021/2022,Maraîchage,Pastèque,Production-T (Tonnes)," 3,880 "
2021/2022,Fourragères,Triticale,Production-T (Tonnes)," 12,800 "
2021/2022,Rosacées,Pêcher-nectarine,Superficie (Ha), 99 
2021/2022,Amandiers,Amandier,Superficie (Ha)," 4,848 "
2021/2022,Maraîchage,Oignon vert,Production-T (Tonnes), 156 
2021/2022,Amandiers,Amandier,Superficie (Ha), 57 
2021/2022,Vignes,Raisin de table,Production-T (Tonnes)," 5,423 "
2021/2022,Céréales,Blé dur,Production-T (Tonnes)," 31,360 "
2021/2022,Agrumes,Petit fruit_Nules,Superficie (Ha)," 4,509 "
2021/2022,Céréales,Orge,Superficie (Ha), 85 
2021/2022,Rosacées,Grenadier,Production-T (Tonnes)," 2,240 "
2021/2022,Agrumes,Petit fruit_Nova,Superficie (Ha), 180 
2021/2022,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 1,900 "
2021/2022,Amandiers,Amandier,Production-T (Tonnes), 0 
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 14,958 "
2021/2022,Agrumes,Orange_Navel,Superficie (Ha), 521 
2021/2022,Maraîchage,Framboise,Superficie (Ha), 100 
2021/2022,Maraîchage,Petit Pois vert,Production-T (Tonnes), 15 
2021/2022,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes)," 2,825 "
2021/2022,Agrumes,Petit fruit_Nova,Production-T (Tonnes)," 1,400 "
2021/2022,Maraîchage,Tomate,Production-T (Tonnes)," 37,500 "
2021/2022,Maraîchage,Courge courgette,Superficie (Ha), 165 
2021/2022,Maraîchage,Betterave potager,Production-T (Tonnes)," 1,400 "
2021/2022,Maraîchage,Carotte,Superficie (Ha), 20 
2021/2022,Agrumes,Orange_Salustiana,Superficie (Ha), 1 
2021/2022,Fourragères,Avoine vert,Superficie (Ha)," 1,800 "
2021/2022,Agrumes,Orange_Salustiana,Production-T (Tonnes), 199 
2021/2022,Maraîchage,Framboise,Production-T (Tonnes), 120 
2021/2022,Rosacées,Prunier,Production-T (Tonnes)," 42,698 "
2021/2022,Légumineuses,Autres légumineuses,Superficie (Ha), 100 
2021/2022,Rosacées,Grenadier,Superficie (Ha), 81 
2021/2022,Légumineuses,Petit pois,Superficie (Ha), 53 
2021/2022,Agrumes,Petit fruit_Nador cott,Superficie (Ha), 10 
2021/2022,Maraîchage,Carotte,Production-T (Tonnes), 102 
2021/2022,Maraîchage,Pastèque,Superficie (Ha), 260 
2021/2022,Agrumes,Orange_Navel lane late,Superficie (Ha), 909 
2021/2022,Maraîchage,Haricot vert,Production-T (Tonnes), 280 
2021/2022,Céréales,Orge,Superficie (Ha), 116 
2021/2022,Maraîchage,Choux fleur,Production-T (Tonnes), 650 
2021/2022,Maraîchage,Carotte,Production-T (Tonnes)," 1,030 "
2021/2022,Rosacées,Cognassier,Production-T (Tonnes)," 1,240 "
2021/2022,Maraîchage,Piment poivron,Superficie (Ha)," 2,000 "
2021/2022,Maraîchage,Oignon vert,Production-T (Tonnes), 600 
2021/2022,Rosacées,Pêcher-nectarine,Production-T (Tonnes), 860 
2021/2022,Agrumes,Orange_Autres,Production-T (Tonnes), 13 
2021/2022,Sucrières,Canne à sucre,Production-T (Tonnes)," 175,488 "
2021/2022,Céréales,Blé tendre,Production-T (Tonnes)," 3,856 "
2021/2022,Maraîchage,Menthe,Production-T (Tonnes), 100 
2021/2022,Fourragères,Orge fourrager,Production-T (Tonnes)," 16,500 "
2021/2022,Céréales,Blé dur,Superficie (Ha)," 2,800 "
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha), 670 
2021/2022,Maraîchage,Oignon,Superficie (Ha), 50 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha), 305 
2021/2022,Céréales,Blé dur,Superficie (Ha)," 6,800 "
2021/2022,Rosacées,Noyer,Production-T (Tonnes), 86 
2021/2022,Maraîchage,Courge courgette,Production-T (Tonnes)," 3,000 "
2021/2022,Fourragères,Mais fourrager,Superficie (Ha), 420 
2021/2022,Agrumes,Orange_Navel,Production-T (Tonnes)," 40,000 "
2021/2022,Maraîchage,Autres cultures maraichères,Superficie (Ha), 193 
2021/2022,Légumineuses,Lentille,Superficie (Ha), 105 
2021/2022,Maraîchage,Pomme de terre,Superficie (Ha)," 1,800 "
2021/2022,Maraîchage,Pomme de terre,Production-T (Tonnes)," 2,125 "
2021/2022,Légumineuses,Lentille,Superficie (Ha), 330 
2021/2022,Agrumes,Citron,Superficie (Ha), 118 
2021/2022,Agrumes,Petit fruit_Ortanique,Production-T (Tonnes)," 1,000 "
2021/2022,Fourragères,Triticale,Superficie (Ha), 70 
2021/2022,Céréales,Avoine,Superficie (Ha), 20 
2021/2022,Légumineuses,Lentille,Superficie (Ha), 40 
2021/2022,Céréales,Blé tendre,Superficie (Ha), 15 
2021/2022,Maraîchage,Petit Pois vert,Superficie (Ha), 210 
2021/2022,Fourragères,Orge fourrager,Superficie (Ha), 230 
2021/2022,Maraîchage,Fève verte,Superficie (Ha), 15 
2021/2022,Légumineuses,Fève,Production-T (Tonnes), 374 
2021/2022,Céréales,Blé tendre,Production-T (Tonnes), 91 
2021/2022,Maraîchage,Haricot vert,Superficie (Ha), 6 
2021/2022,Céréales,Orge,Superficie (Ha), 245 
2021/2022,Rosacées,Abricotier,Production-T (Tonnes)," 2,800 "
2021/2022,Agrumes,Citron,Production-T (Tonnes), 495 
2021/2022,Rosacées,Abricotier,Production-T (Tonnes), 110 
2021/2022,Rosacées,Grenadier,Superficie (Ha), 82 
2021/2022,Maraîchage,Oignon vert,Superficie (Ha), 80 
2021/2022,Maraîchage,Melon,Superficie (Ha), 220 
2021/2022,Fourragères,Autres cultures fourragères,Superficie (Ha), 175 
2021/2022,Maraîchage,Tomate,Production-T (Tonnes)," 1,600 "
2021/2022,Céréales,Mais,Superficie (Ha), 20 
2021/2022,Maraîchage,Oignon,Superficie (Ha), 400 
2021/2022,Maraîchage,Tomate,Superficie (Ha), 15 
2021/2022,Oliviers,Olivier,Superficie (Ha), 175 
2021/2022,Rosacées,Prunier,Superficie (Ha), 218 
